# Feed for AS393336
# This file contains a self-published geofeed as defined in http://tools.ietf.org/html/draft-google-self-published-geofeeds-02 (draft02)
162.250.235.0/24,US,US-WA,Seattle,98121
104.193.226.0/24,US,US-WA,Seattle,98121
23.163.208.0/24,US,US-FL,Tampa,33614
162.250.233.0/24,US,US-TX,Dallas,75247
162.250.234.0/24,US,US-TX,Dallas,75247
104.193.225.0/24,US,US-TX,Dallas,75247
199.181.238.0/24,US,US-TX,Dallas,75247
